"Date","Expanded_RB_HF","Expanded_RB_LF","Expanded_RB_LF_LR","Expanded_LB_HF","Expanded_LB_LF","Expanded_LB_LF_LR","Proportion_of_Fish_in_LF_on_RB","Proportion_of_Fish_in_LF_on_LB","Total_Proportion_of_Fish_in_LF","Total_Expanded_Count_RB","Total_Expanded_Count_LB","Cumulative_RB","Cumulative_LB","Sockeye_Caught","Chinook_Adults_Caught","Chinook_Jacks_Caught","Coho_Caught","Pink_Caught","Chum_Caught","Steelhead_Caught","Total_Caught","Proportion_Sockeye","Proportion_Chinook_Adults","Proportion_Chinook_Jacks","Proportion_Coho","Proportion_Pink","Proportion_Chum","Proportion_Steelhead","Daily_Sockeye","Daily_Chinook_Adults","Daily_Chinook_Jacks","Daily_Coho","Daily_Pink","Daily_Chum","Daily_Steelhead","Cumulative_Sockeye","Cumulative_Chinook_Adults","Cumulative_Chinook_Jacks","Cumulative_Coho","Cumulative_Pink","Cumulative_Chum","Cumulative_Steelhead","Expanded_Daily_Total_RB_LB","Cumulative_Total_RB_LB","NA"
"Date","Expanded RB HF","Expanded RB LF","Expanded RB LF LR","Expanded LB HF","Expanded LB LF","Expanded LB LF LR","Proportion of Fish in LF on RB","Proportion of Fish in LF on LB","Total Proportion of Fish in LF","Total Expanded Count RB","Total Expanded Count LB","Cumulative RB","Cumulative LB","Sockeye Caught","Chinook Adults Caught","Chinook Jacks Caught","Coho Caught","Pink Caught","Chum Caught","Steelhead Caught","Total Caught","Proportion Sockeye","Proportion Chinook Adults","Proportion Chinook Jacks","Proportion Coho","Proportion Pink","Proportion Chum","Proportion Steelhead","Daily Sockeye","Daily Chinook Adults","Daily Chinook Jacks","Daily Coho","Daily Pink","Daily Chum","Daily Steelhead","Cumulative Sockeye","Cumulative Chinook Adults","Cumulative Chinook Jacks","Cumulative Coho","Cumulative Pink","Cumulative Chum","Cumulative Steelhead","Expanded Daily Total RB + LB","Cumulative Total RB + LB",NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FN Fisheries"
"45108","735","306","6","735","306","6","0.29799426934097423","0.29799426934097423","0.29799426934097423","1047","1047","1047","1047",NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0","0","0","0","0","2094","0","0","0","0","0","0","2094","0","0","0","0","0","2094","2094",NA
"45109","976.5","492","48","976.5","492","48","0.35608308605341249","0.35608308605341249","0.35608308605341249","1516.5","1516.5","2563.5","2563.5","2","4","0","0","0","0","0","6","0.33333333333333331","0.66666666666666663","0","0","0","0","0","1011","2022","0","0","0","0","0","1011","4116","0","0","0","0","0","3033","5127",NA
"45110","726","391.5","12","726","391.5","12","0.35723771580345287","0.35723771580345287","0.35723771580345287","1129.5","1129.5","3693","3693","3","5","0","0","0","0","0","8","0.375","0.625","0","0","0","0","0","847.125","1411.875","0","0","0","0","0","1858.125","5527.875","0","0","0","0","0","2259","7386",NA
"45111","942","398.75","15","942","398.75","15","0.30518163378203944","0.30518163378203944","0.30518163378203944","1355.75","1355.75","5048.75","5048.75","7","4","0","0","0","0","0","11","0.63636363636363635","0.36363636363636365","0","0","0","0","0","1725.5","986","0","0","0","0","0","3583.625","6513.875","0","0","0","0","0","2711.5","10097.5",NA
"45112","894","483","18","894","483","18","0.35913978494623655","0.35913978494623655","0.35913978494623655","1395","1395","6443.75","6443.75","6","3","0","0","0","0","0","9","0.66666666666666663","0.33333333333333331","0","0","0","0","0","1860","930","0","0","0","0","0","5443.625","7443.875","0","0","0","0","0","2790","12887.5",NA
"45113","1200","531","66","1200","531","66","0.332220367278798","0.332220367278798","0.332220367278798","1797","1797","8240.75","8240.75","9","2","0","0","0","0","0","11","0.81818181818181823","0.18181818181818182","0","0","0","0","0","2940.5454545454545","653.4545454545455","0","0","0","0","0","8384.170454545454","8097.329545454546","0","0","0","0","0","3594","16481.5",NA
"45114","1257","642","57","1257","642","57","0.35736196319018404","0.35736196319018404","0.35736196319018404","1956","1956","10196.75","10196.75","8","3","0","0","0","0","0","11","0.72727272727272729","0.27272727272727271","0","0","0","0","0","2845.090909090909","1066.9090909090908","0","0","0","0","0","11229.261363636364","9164.238636363636","0","0","0","0","0","3912","20393.5",NA
"45115","1153.8461538461538","510","90","1263","619","132","0.34210526315789475","0.37288977159880832","0.3585602874525336","1753.8461538461538","2014","11950.596153846154","12210.75","3","5","1","0","0","0","0","9","0.33333333333333331","0.55555555555555558","0.1111111111111111","0","0","0","0","1255.9487179487178","2093.2478632478633","418.64957264957263","0","0","0","0","12485.210081585083","11257.486499611499","418.64957264957263","0","0","0","0","3767.8461538461538","24161.346153846152",NA
"45116","1518","441","12","966","403.5","90","0.22983257229832571","0.33812949640287771","0.27590730214254483","1971","1459.5","13921.596153846154","13670.25","1","1","0","0","0","0","0","2","0.5","0.5","0","0","0","0","0","1715.25","1715.25","0","0","0","0","0","14200.460081585083","12972.736499611499","418.64957264957263","0","0","0","0","3430.5","27591.846153846152",NA
"45117","2461.5","601.5","18","894","453","78","0.20107108081791625","0.37263157894736842","0.25532623169107854","3081","1425","17002.596153846156","15095.25","2","2","0","0","0","0","0","4","0.5","0.5","0","0","0","0","0","2253","2253","0","0","0","0","0","16453.460081585083","15225.736499611499","418.64957264957263","0","0","0","0","4506","32097.846153846152",NA
"45118","2409","510","48","1467","498","126","0.18806875631951467","0.29842180774748922","0.23368920521945433","2967","2091","19969.596153846156","17186.25","4","2","0","0","0","0","0","6","0.66666666666666663","0.33333333333333331","0","0","0","0","0","3372","1686","0","0","0","0","0","19825.460081585083","16911.736499611499","418.64957264957263","0","0","0","0","5058","37155.846153846156",NA
"45119","2370","468","18","2256","471","126","0.17016806722689076","0.2092534174553102","0.18970047293746717","2856","2853","22825.596153846156","20039.25","5","2","0","0","0","0","0","7","0.7142857142857143","0.2857142857142857","0","0","0","0","0","4077.8571428571431","1631.1428571428571","0","0","0","0","0","23903.317224442224","18542.879356754358","418.64957264957263","0","0","0","0","5709","42864.846153846156",NA
"45120","2766","444","12","2097","423","90","0.14152700186219738","0.19655172413793104","0.1661522633744856","3222","2610","26047.596153846156","22649.25","14","6","0","0","0","0","0","20","0.7","0.3","0","0","0","0","0","4082.3999999999996","1749.6","0","0","0","0","0","27985.717224442225","20292.479356754357","418.64957264957263","0","0","0","0","5832","48696.846153846156",NA
"45121","2427","435","42","2400","462","72","0.16425619834710745","0.18200408997955012","0.17317574511819117","2904","2934","28951.596153846156","25583.25","9","2","0","0","0","0","0","11","0.81818181818181823","0.18181818181818182","0","0","0","0","0","4776.545454545455","1061.4545454545455","0","0","0","0","0","32762.262678987681","21353.933902208901","418.64957264957263","0","0","0","0","5838","54534.846153846156",NA
"45122","2076","435","42","1930.5","555","138","0.18683901292596944","0.26415094339622641","0.22602144305998262","2553","2623.5","31504.596153846156","28206.75","8","3","0","0","0","0","0","11","0.72727272727272729","0.27272727272727271","0","0","0","0","0","3764.727272727273","1411.7727272727273","0","0","0","0","0","36526.989951714953","22765.706629481629","418.64957264957263","0","0","0","0","5176.5","59711.346153846156",NA
"45123","2688","429","-6","2400","444","96","0.13596914175506269","0.18367346938775511","0.15914724838869609","3111","2940","34615.596153846156","31146.75","11","3","0","0","0","0","0","14","0.7857142857142857","0.21428571428571427","0","0","0","0","0","4754.3571428571431","1296.6428571428571","0","0","0","0","0","41281.347094572098","24062.349486624487","418.64957264957263","0","0","0","0","6051","65762.346153846156",NA
"45124","3930","540","30","1623","330","36","0.12666666666666668","0.18401206636500755","0.14424410540915394","4500","1989","39115.596153846156","33135.75","4","4","0","0","0","0","0","8","0.5","0.5","0","0","0","0","0","3244.5","3244.5","0","0","0","0","0","44525.847094572098","27306.849486624487","418.64957264957263","0","0","0","0","6489","72251.346153846156",NA
"45125","2229","555","48","2145","621","126","0.21292372881355931","0.25829875518672202","0.23584905660377359","2832","2892","41947.596153846156","36027.75","5","0","0","0","0","0","0","5","1","0","0","0","0","0","0","5724","0","0","0","0","0","0","50249.847094572098","27306.849486624487","418.64957264957263","0","0","0","0","5724","77975.346153846156",NA
"45126","2586","741","66","2976","717","258","0.23784261715296198","0.24677296886864086","0.24264705882352941","3393","3951","45340.596153846156","39978.75","9","2","0","0","0","0","0","11","0.81818181818181823","0.18181818181818182","0","0","0","0","0","6008.727272727273","1335.2727272727273","0","0","0","0","0","56258.57436729937","28642.122213897215","418.64957264957263","0","0","0","0","7344","85319.346153846156",NA
"45127","4788","765","60","3435","618","120","0.14698022447888828","0.17685118619698059","0.15971796443899447","5613","4173","50953.596153846156","44151.75","10","3","0","0","0","0","0","13","0.76923076923076927","0.23076923076923078","0","0","0","0","0","7527.6923076923085","2258.3076923076924","0","0","0","0","0","63786.266674991683","30900.429906204907","418.64957264957263","0","0","0","0","9786","95105.346153846156",NA
"45128","3963","649.5","0","4078.9950980392159","604.58823529411757","253.5","0.1408130081300813","0.17380468940044577","0.15786953028953626","4612.5","4937.0833333333339","55566.096153846156","49088.833333333336","15","5","0","0","0","0","0","20","0.75","0.25","0","0","0","0","0","7162.1875","2387.3958333333335","0","0","0","0","0","70948.454174991683","33287.825739538239","418.64957264957263","0","0","0","0","9549.5833333333339","104654.92948717948",NA
"45129","3615","348","24","3879","633","30","9.3303235515425131E-2","0.14597093791281374","0.12135068589518115","3987","4542","59553.096153846156","53630.833333333336","6","3","2","0","0","0","0","11","0.54545454545454541","0.27272727272727271","0.18181818181818182","0","0","0","0","4652.181818181818","2326.090909090909","1550.7272727272727","0","0","0","0","75600.635993173506","35613.916648629151","1969.3768453768453","0","0","0","0","8529","113183.92948717948",NA
"45130","3846","360","24","3678","795","114","9.0780141843971637E-2","0.19816873773708307","0.14664851990472949","4230","4587","63783.096153846156","58217.833333333336","12","3","0","0","0","0","0","15","0.8","0.2","0","0","0","0","0","7053.6","1763.4","0","0","0","0","0","82654.235993173512","37377.316648629152","1969.3768453768453","0","0","0","0","8817","122000.92948717948",NA
"45131","4716","678","6","2835","834","132","0.12666666666666668","0.2541436464088398","0.17932833387675254","5400","3801","69183.096153846156","62018.833333333336","27","2","0","0","0","0","0","29","0.93103448275862066","6.8965517241379309E-2","0","0","0","0","0","8566.4482758620688","634.55172413793105","0","0","0","0","0","91220.684269035584","38011.86837276708","1969.3768453768453","0","0","0","0","9201","131201.9294871795",NA
"45132","5784","822","-30","4707","744","78","0.12043795620437957","0.14867064568638091","0.13333333333333333","6576","5529","75759.096153846156","67547.833333333343","15","4","1","0","0","0","0","20","0.75","0.2","0.05","0","0","0","0","9078.75","2421","605.25","0","0","0","0","100299.43426903558","40432.86837276708","2574.6268453768453","0","0","0","0","12105","143306.9294871795",NA
"45133","4851","762","36","5058","987","66","0.14126394052044611","0.17231222385861561","0.15739795918367347","5649","6111","81408.096153846156","73658.833333333343","16","4","0","0","0","0","0","20","0.8","0.2","0","0","0","0","0","9408","2352","0","0","0","0","0","109707.43426903558","42784.86837276708","2574.6268453768453","0","0","0","0","11760","155066.9294871795",NA
"45134","3738","477","30","5217","714","144","0.11943462897526502","0.14123456790123456","0.13226744186046513","4245","6075","85653.096153846156","79733.833333333343","9","2","0","0","0","0","0","11","0.81818181818181823","0.18181818181818182","0","0","0","0","0","8443.636363636364","1876.3636363636365","0","0","0","0","0","118151.07063267195","44661.232009130719","2574.6268453768453","0","0","0","0","10320","165386.9294871795",NA
"45135","2880","393","24","4842","858","132","0.12647861692447679","0.16975308641975309","0.15412421952021033","3297","5832","88950.096153846156","85565.833333333343","10","4","0","0","0","0","0","14","0.7142857142857143","0.2857142857142857","0","0","0","0","0","6520.7142857142862","2608.2857142857142","0","0","0","0","0","124671.78491838624","47269.517723416437","2574.6268453768453","0","0","0","0","9129","174515.9294871795",NA
"45136","3189","492","36","4746","921","114","0.14205004035512511","0.17903476907109497","0.16456096020214783","3717","5781","92667.096153846156","91346.833333333343","11","4","0","0","0","0","0","15","0.73333333333333328","0.26666666666666666","0","0","0","0","0","6965.2","2532.8000000000002","0","0","0","0","0","131636.98491838624","49802.31772341644","2574.6268453768453","0","0","0","0","9498","184013.9294871795",NA
"45137","3468","381","36","3702","717","36","0.10733590733590734","0.16902356902356902","0.14028776978417265","3885","4455","96552.096153846156","95801.833333333343","11","6","0","0","0","0","0","17","0.6470588235294118","0.35294117647058826","0","0","0","0","0","5396.4705882352946","2943.5294117647059","0","0","0","0","0","137033.45550662154","52745.847135181146","2574.6268453768453","0","0","0","0","8340","192353.9294871795",NA
"45138","3432","627","66","3609","747","132","0.16800000000000001","0.19585561497326204","0.18251480320445837","4125","4488","100677.09615384616","100289.83333333334","8","2","0","0","0","0","0","10","0.8","0.2","0","0","0","0","0","6890.4000000000005","1722.6000000000001","0","0","0","0","0","143923.85550662153","54468.447135181144","2574.6268453768453","0","0","0","0","8613","200966.9294871795",NA
"45139","3114","501","24","4827","1035","78","0.14427040395713109","0.18737373737373739","0.17099906044472282","3639","5940","104316.09615384616","106229.83333333334","16","3","0","0","0","0","0","19","0.84210526315789469","0.15789473684210525","0","0","0","0","0","8066.5263157894733","1512.4736842105262","0","0","0","0","0","151990.381822411","55980.920819391671","2574.6268453768453","0","0","0","0","9579","210545.9294871795",NA
"45140","4086","555","-6","5553","1152","144","0.11844660194174757","0.18922470433639949","0.16065830721003135","4635","6849","108951.09615384616","113078.83333333334","10","3","0","0","0","0","0","13","0.76923076923076927","0.23076923076923078","0","0","0","0","0","8833.8461538461543","2650.1538461538462","0","0","0","0","0","160824.22797625716","58631.074665545515","2574.6268453768453","0","0","0","0","11484","222029.9294871795",NA
"45141","3978","622.5","54","6132","759","108","0.14534321624234611","0.12387483926275182","0.13244947869738705","4654.5","6999","113605.59615384616","120077.83333333334","14","3","0","0","0","0","0","17","0.82352941176470584","0.17647058823529413","0","0","0","0","0","9597","2056.5","0","0","0","0","0","170421.22797625716","60687.574665545515","2574.6268453768453","0","0","0","0","11653.5","233683.4294871795",NA
"45142","4089","1110","30","5283","1029","180","0.21801491681009752","0.18622920517560074","0.2004095213718966","5229","6492","118834.59615384616","126569.83333333334","23","5","1","0","0","0","0","29","0.7931034482758621","0.17241379310344829","3.4482758620689655E-2","0","0","0","0","9295.9655172413804","2020.8620689655174","404.17241379310343","0","0","0","0","179717.19349349855","62708.436734511029","2978.7992591699485","0","0","0","0","11721","245404.4294871795",NA
"45143","3984","942","36","8409","978","138","0.19709794437726724","0.11716535433070867","0.14454338372333816","4962","9525","123796.59615384616","136094.83333333334","10","2","0","0","0","0","0","12","0.83333333333333337","0.16666666666666666","0","0","0","0","0","12072.5","2414.5","0","0","0","0","0","191789.69349349855","65122.936734511029","2978.7992591699485","0","0","0","0","14487","259891.4294871795",NA
"45144","4722","930","24","9630","963","156","0.16807610993657504","0.10410270722857941","0.12621004566210045","5676","10749","129472.59615384616","146843.83333333334","7","1","0","0","0","0","0","8","0.875","0.125","0","0","0","0","0","14371.875","2053.125","0","0","0","0","0","206161.56849349855","67176.061734511022","2978.7992591699485","0","0","0","0","16425","276316.4294871795",NA
"45145","6688.6666666666661","1053","30","10071","1119","102","0.13935234827364359","0.10812964930924548","0.12085817698588941","7771.6666666666661","11292","137244.26282051281","158135.83333333334","20","3","0","0","0","0","0","23","0.86956521739130432","0.13043478260869565","0","0","0","0","0","16577.10144927536","2486.565217391304","0","0","0","0","0","222738.66994277391","69662.626951902319","2978.7992591699485","0","0","0","0","19063.666666666664","295380.09615384619",NA
"45146","7884","951","66","14518.5","1584","210","0.11425682507583418","0.10997701149425287","0.1114878933904456","8901","16312.5","146145.26282051281","174448.33333333334","17","2","1","0","0","0","0","20","0.85","0.1","0.05","0","0","0","0","21431.474999999999","2521.3500000000004","1260.6750000000002","0","0","0","0","244170.14494277391","72183.976951902325","4239.4742591699487","0","0","0","0","25213.5","320593.59615384619",NA
"45147","9726","1578","114","17799","1680","300","0.14818707304256437","0.10010617321401487","0.11770362534859122","11418","19779","157563.26282051281","194227.33333333334","15","7","0","0","0","0","0","22","0.68181818181818177","0.31818181818181818","0","0","0","0","0","21270.681818181816","9926.318181818182","0","0","0","0","0","265440.82676095574","82110.295133720501","4239.4742591699487","0","0","0","0","31197","351790.59615384619",NA
"45148","7050","1770","48","17118","1788","240","0.20500676589986469","0.10592290817925415","0.13728849860783893","8868","19146","166431.26282051281","213373.33333333334","18","6","0","0","0","0","0","23","0.73913043478260865","0.2608695652173913","0","0","0","0","0","20706","7308","0","0","0","0","0","286146.82676095574","89418.295133720501","4239.4742591699487","0","0","0","0","28014","379804.59615384619",NA
"45149","5859","1329","156","9813","1791","270","0.20220588235294118","0.17357251136937848","0.18451451763971277","7344","11874","173775.26282051281","225247.33333333334","19","11","2","0","0","0","0","32","0.59375","0.34375","6.25E-2","0","0","0","0","11410.6875","6606.1875","1201.125","0","0","0","0","297557.51426095574","96024.482633720501","5440.5992591699487","0","0","0","0","19218","399022.59615384619","1"
"45150","4863","2742","252","10707","4101","546","0.38106147384497902","0.30265728800312625","0.32919736331911592","7857","15354","181632.26282051281","240601.33333333334","12","2","1","0","0","0","0","15","0.8","0.13333333333333333","6.6666666666666666E-2","0","0","0","0","18568.8","3094.8","1547.4","0","0","0","0","316126.31426095573","99119.282633720504","6987.9992591699483","0","0","0","0","23211","422233.59615384619","1"
"45151","10065","1731","102","20046.272727272728","2706","384","0.15405950579929401","0.13355651692148102","0.14051954320055426","11898","23136.272727272728","193530.26282051281","263737.60606060608","20","3","1","0","0","0","0","24","0.83333333333333337","0.125","4.1666666666666664E-2","0","0","0","0","29195.227272727276","4379.284090909091","1459.7613636363635","0","0","0","0","345321.54153368302","103498.56672462959","8447.7606228063123","0","0","0","0","35034.272727272728","457267.86888111889",NA
"45152","13632","993","48","21312","1746","180","7.0946636679615621E-2","8.2881487219209918E-2","7.8262245786183432E-2","14673","23238","208203.26282051281","286975.60606060608","47","9","1","0","0","0","0","57","0.82456140350877194","0.15789473684210525","1.7543859649122806E-2","0","0","0","0","31259.947368421053","5985.9473684210525","665.10526315789468","0","0","0","0","376581.48890210409","109484.51409305065","9112.8658859642073","0","0","0","0","37911","495178.86888111889",NA
"45153","16632","969","42","20133","2106","216","5.7303179731338208E-2","0.10340681362725451","8.3121352685919497E-2","17643","22455","225846.26282051281","309430.60606060608","20","7","0","0","0","0","0","27","0.7407407407407407","0.25925925925925924","0","0","0","0","0","29702.222222222219","10395.777777777777","0","0","0","0","0","406283.71112432634","119880.29187082843","9112.8658859642073","0","0","0","0","40098","535276.86888111895",NA
"45154","10605","1272","-6","18933","2451","390","0.10664644933030074","0.13047671534858088","0.12206865804725814","11871","21774","237717.26282051281","331204.60606060608","43","10","0","0","1","0","0","54","0.79629629629629628","0.18518518518518517","0","0","1.8518518518518517E-2","0","0","26791.388888888887","6230.5555555555557","0","0","623.05555555555554","0","0","433075.10001321521","126110.84742638399","9112.8658859642073","0","623.05555555555554","0","0","33645","568921.86888111895",NA
"45155","9492","1383","150","18483","1764","156","0.13904761904761906","9.4103808263490657E-2","0.10987017945780832","11025","20403","248742.26282051281","351607.60606060608","20","7","1","0","0","0","0","28","0.7142857142857143","0.25","3.5714285714285712E-2","0","0","0","0","22448.571428571428","7857","1122.4285714285713","0","0","0","0","455523.67144178663","133967.84742638399","10235.294457392778","0","623.05555555555554","0","0","31428","600349.86888111895",NA
"45156","13245","1617","222","16656","2136","408","0.12191726332537789","0.13250000000000001","0.12784389219460973","15084","19200","263826.26282051281","370807.60606060608","59","7","1","0","2","0","0","69","0.85507246376811596","0.10144927536231885","1.4492753623188406E-2","0","2.8985507246376812E-2","0","0","29315.304347826088","3478.0869565217395","496.86956521739131","0","993.73913043478262","0","0","484838.97578961274","137445.93438290572","10732.16402261017","0","1616.7946859903382","0","0","34284","634633.86888111895","1"
"45157","15042","5400","552","9396","6516","1128","0.28350957416404687","0.44859154929577466","0.35746963243413787","20994","17040","284820.26282051281","387847.60606060608","30","6","5","0","2","0","0","43","0.69767441860465118","0.13953488372093023","0.11627906976744186","0","4.6511627906976744E-2","0","0","26535.348837209302","5307.0697674418607","4422.5581395348836","0","1769.0232558139535","0","0","511374.32462682202","142753.00415034758","15154.722162145054","0","3385.8179418042919","0","0","38034","672667.86888111895","1"
"45158","23607","2400","234","30705","3765","336","0.10037727220761404","0.11782451301499741","0.1103248316870608","26241","34806","311061.26282051281","422653.60606060608","35","2","0","0","1","0","0","38","0.92105263157894735","5.2631578947368418E-2","0","0","2.6315789473684209E-2","0","0","56227.5","3213","0","0","1606.5","0","0","567601.82462682202","145966.00415034758","15154.722162145054","0","4992.3179418042919","0","0","61047","733714.86888111895",NA
"45159","34974","2136","114","30264","1857","156","6.0444874274661511E-2","6.2366390928524959E-2","6.1337246946087109E-2","37224","32277","348285.26282051281","454930.60606060608","57","3","1","0","0","0","0","61","0.93442622950819676","4.9180327868852458E-2","1.6393442622950821E-2","0","0","0","0","64943.557377049183","3418.0819672131147","1139.360655737705","0","0","0","0","632545.38200387126","149384.08611756068","16294.082817882758","0","4992.3179418042919","0","0","69501","803215.86888111895",NA
"45160","21447","2184","156","34314","3201","660","9.8373060915626184E-2","0.10113948919449901","0.10007746683451148","23787","38175","372072.26282051281","493105.60606060608","42","4","1","0","6","0","0","53","0.79245283018867929","7.5471698113207544E-2","1.8867924528301886E-2","0","0.11320754716981132","0","0","49101.962264150949","4676.3773584905657","1169.0943396226414","0","7014.566037735849","0","0","681647.34426802222","154060.46347605126","17463.177157505401","0","12006.88397954014","0","0","61962","865177.86888111895","1"
"45161","25476","5388","432","21195","10137","2826","0.18596625766871167","0.37950114175303001","0.28696489137409481","31296","34158","403368.26282051281","527263.60606060608","48","13","2","0","6","0","0","69","0.69565217391304346","0.18840579710144928","2.8985507246376812E-2","0","8.6956521739130432E-2","0","0","45533.217391304344","12331.913043478262","1897.2173913043478","0","5691.652173913043","0","0","727180.56165932654","166392.37651952953","19360.394548809749","0","17698.536153453184","0","0","65454","930631.86888111895","1"
"45162","29484","2154","444","23706","4329","450","8.0979988778754439E-2","0.16777251184834124","0.12179899945514884","32082","28485","435450.26282051281","555748.60606060608","11","3","0","0","2","0","0","16","0.6875","0.1875","0","0","0.125","0","0","41639.8125","11356.3125","0","0","7570.875","0","0","768820.37415932654","177748.68901952953","19360.394548809749","0","25269.411153453184","0","0","60567","991198.86888111895",NA
